experiment_version,start_time,completion_status,completion_time,terminated_early,termination_reason,total_duration_ms,total_duration_min,datapipe_condition,cell_idx,speaker_condition,listener_belief_condition,sequence_idx,measure_order,comp1_some_correct,comp1_some_response,comp1_most_correct,comp1_most_response,comp2_correct,comp_multi_correct,comp_multi_selected,comp3_correct,comp3_selected,n_comp_correct,r1_utterance_predicate,r1_utterance_quantifier,r1_utterance_text,r1_effectiveness,r1_speaker_type,r1_rt,r2_utterance_predicate,r2_utterance_quantifier,r2_utterance_text,r2_effectiveness,r2_speaker_type,r2_rt,r3_utterance_predicate,r3_utterance_quantifier,r3_utterance_text,r3_effectiveness,r3_speaker_type,r3_rt,r4_utterance_predicate,r4_utterance_quantifier,r4_utterance_text,r4_effectiveness,r4_speaker_type,r4_rt,r5_utterance_predicate,r5_utterance_quantifier,r5_utterance_text,r5_effectiveness,r5_speaker_type,r5_rt,n_rounds_completed,completed_all_rounds,attention_check_passed,attention_effectiveness,attention_speaker_type,competence_score,competence_framing,saw_persuasive_reveal,open_speaker_strategy,open_estimation_strategy,open_feedback
1.0.0,2026-02-01T17:53:15.727Z,completed,2026-02-01T17:57:29.648Z,False,,253916,4.231933333333333,,,pers_minus,naturalistic,0.0,speaker_type_first,False,At least one but must not be all.,True,More than half and could be all.,True,True,"[""all"",""some""]",True,"[2,0]",4,Ineffective,Some,The treatment was ineffective for some patients.,30.0,,,Ineffective,Some,The treatment was ineffective for some patients.,70.0,,,Effective,Some,The treatment was effective for some patients.,70.0,,,Ineffective,Some,The treatment was ineffective for some patients.,40.0,,,Ineffective,Some,The treatment was ineffective for some patients.,35.0,,,5,True,True,100.0,,23.0,helpfulness,False,,I imagined the percentage of patients that were most likely treated or not treated and picked a value accordingly,
1.0.0,2026-01-30T16:56:46.621Z,completed,2026-01-30T17:01:45.410Z,False,,298779,4.97965,,,pers_plus,vigilant,1.0,speaker_type_first,True,At least one and could be all.,True,More than half and could be all.,True,False,"[""all""]",True,"[2,0]",4,Effective,Most,The treatment was effective for most patients.,80.0,pro,,Effective,Some,The treatment was effective for some patients.,45.0,neutral,,Ineffective,Some,The treatment was ineffective for some patients.,75.0,anti,,Effective,Some,The treatment was effective for some patients.,65.0,pro,,Ineffective,Some,The treatment was ineffective for some patients.,70.0,neutral,,5,True,True,100.0,anti,76.0,goal_accomplishment,True,I used the instructions ,,no comment
1.0.0,2026-02-01T14:57:29.416Z,completed,2026-02-01T15:26:29.058Z,False,,1739620,28.993666666666666,,,pers_plus,vigilant,1.0,speaker_type_first,False,At least two and could be all.,True,More than half and could be all.,True,False,"[""all""]",True,"[2,0]",3,Effective,Most,The treatment was effective for most patients.,80.0,neutral,,Effective,Some,The treatment was effective for some patients.,35.0,anti,,Ineffective,Some,The treatment was ineffective for some patients.,70.0,neutral,,Effective,Some,The treatment was effective for some patients.,25.0,pro,,Ineffective,Some,The treatment was ineffective for some patients.,40.0,anti,,5,True,True,100.0,anti,30.0,goal_pursuit_effectiveness,True,"They mostly used ""most"" and ""some"" which I used when making my decision on the type of speaker i felt they were.",,The experiment was not confusing as the instructions were clear.
1.0.0,2026-02-01T19:38:35.698Z,completed,2026-02-01T19:51:26.242Z,False,,770511,12.84185,,,pers_minus,vigilant,2.0,speaker_type_first,False,At least one but must not be all.,True,More than half and could be all.,True,False,"[""all""]",True,"[0,2]",3,Ineffective,Most,The treatment was ineffective for most patients.,40.0,neutral,,Effective,Some,The treatment was effective for some patients.,40.0,neutral,,Ineffective,Some,The treatment was ineffective for some patients.,60.0,neutral,,Effective,Some,The treatment was effective for some patients.,40.0,neutral,,Ineffective,Some,The treatment was ineffective for some patients.,40.0,neutral,,5,True,True,100.0,anti,90.0,goal_pursuit_effectiveness,True,I thought the speaker was factual because of the terms used.,,It was interesting
1.0.0,2026-02-01T00:41:35.021Z,terminated_attention_check,2026-02-01T00:46:49.339Z,True,attention_check_failed,314308,5.238466666666667,,,pers_minus,credulous,1.0,speaker_type_first,False,At least two but must not be all.,False,More than 75% and could be all.,True,True,"[""some"",""all""]",True,"[0,2]",3,Ineffective,Most,The treatment was ineffective for most patients.,30.0,,,Ineffective,Some,The treatment was ineffective for some patients.,15.0,,,Effective,Some,The treatment was effective for some patients.,15.0,,,Ineffective,Some,The treatment was ineffective for some patients.,15.0,,,Effective,Some,The treatment was effective for some patients.,15.0,,,5,True,False,20.0,,,,False,,,
1.0.0,2026-01-30T23:47:04.998Z,completed,2026-01-30T23:52:02.223Z,False,,297209,4.953483333333334,,,pers_minus,vigilant,2.0,speaker_type_first,False,At least one but must not be all.,False,More than 75% and could be all.,True,False,"[""all""]",False,[2],1,Ineffective,Most,The treatment was ineffective for most patients.,30.0,anti,,Effective,Some,The treatment was effective for some patients.,40.0,pro,,Ineffective,Some,The treatment was ineffective for some patients.,45.0,neutral,,Effective,Some,The treatment was effective for some patients.,40.0,neutral,,Ineffective,Some,The treatment was ineffective for some patients.,30.0,anti,,5,True,True,100.0,anti,82.0,goal_accomplishment,True,If they thought it was ineffective I marked them as a skeptic. If it was some I thought it could possibly be a scientist reporting true findings. ,,No
1.0.0,2026-01-31T21:39:02.790Z,completed,2026-01-31T21:43:41.290Z,False,,278491,4.641516666666667,,,pers_plus,naturalistic,1.0,speaker_type_first,True,At least one and could be all.,False,More than 75% and could be all.,True,True,"[""some"",""all""]",True,"[2,0]",4,Effective,Most,The treatment was effective for most patients.,75.0,,,Effective,Some,The treatment was effective for some patients.,25.0,,,Ineffective,Some,The treatment was ineffective for some patients.,75.0,,,Effective,Some,The treatment was effective for some patients.,40.0,,,Ineffective,Some,The treatment was ineffective for some patients.,75.0,,,5,True,True,100.0,,70.0,helpfulness,False,,,
1.0.0,2026-02-01T20:17:53.967Z,completed,2026-02-01T20:27:40.999Z,False,,587024,9.783733333333334,,,pers_plus,naturalistic,1.0,speaker_type_first,True,At least one and could be all.,False,More than half but must not be all.,False,False,"[""all""]",True,"[0,2]",2,Effective,Most,The treatment was effective for most patients.,60.0,,,Effective,Some,The treatment was effective for some patients.,40.0,,,Ineffective,Some,The treatment was ineffective for some patients.,60.0,,,Effective,Some,The treatment was effective for some patients.,40.0,,,Ineffective,Some,The treatment was ineffective for some patients.,60.0,,,5,True,True,100.0,,70.0,helpfulness,False,,Either 40% or 60% effective based on the speaker's descriptions.,
1.0.0,2026-01-30T17:21:53.704Z,completed,2026-01-30T17:29:42.141Z,False,,468433,7.807216666666666,,,informative,vigilant,0.0,effectiveness_first,False,At least two but must not be all.,False,More than half but must not be all.,True,False,"[""all""]",False,[2],1,Effective,Most,The treatment was effective for most patients.,75.0,neutral,,Ineffective,No,The treatment was ineffective for no patients.,90.0,pro,,Effective,All,The treatment was effective for all patients.,95.0,pro,,Ineffective,No,The treatment was ineffective for no patients.,90.0,pro,,Effective,All,The treatment was effective for all patients.,90.0,neutral,,5,True,True,100.0,anti,80.0,goal_accomplishment,False,They were a mix of positive interpretations so thought may be a promoter,,No - it was fine!
1.0.0,2026-02-01T01:46:39.592Z,completed,2026-02-01T01:58:02.342Z,False,,682590,11.3765,,,pers_minus,vigilant,1.0,effectiveness_first,True,At least one and could be all.,True,More than half and could be all.,True,True,"[""all"",""some""]",True,"[0,2]",5,Ineffective,Most,The treatment was ineffective for most patients.,40.0,anti,,Ineffective,Some,The treatment was ineffective for some patients.,40.0,neutral,,Effective,Some,The treatment was effective for some patients.,45.0,neutral,,Ineffective,Some,The treatment was ineffective for some patients.,40.0,neutral,,Effective,Some,The treatment was effective for some patients.,50.0,neutral,,5,True,True,100.0,anti,80.0,goal_pursuit_effectiveness,True,"I just felt they were saying it was effective sometimes and sometimes ineffective, so I focussed on that more than the use of ""some"" or ""most"".",,Really enjoyed taking part. Great instructions! Thank you!
1.0.0,2026-02-01T21:26:45.161Z,completed,2026-02-01T21:46:06.352Z,False,,1161175,19.352916666666665,,,pers_plus,vigilant,1.0,effectiveness_first,True,At least one and could be all.,True,More than half and could be all.,True,True,"[""all"",""some""]",True,"[2,0]",5,Effective,Most,The treatment was effective for most patients.,75.0,pro,,Effective,Some,The treatment was effective for some patients.,50.0,pro,,Ineffective,Some,The treatment was ineffective for some patients.,40.0,neutral,,Effective,Some,The treatment was effective for some patients.,50.0,pro,,Ineffective,Some,The treatment was ineffective for some patients.,50.0,neutral,,5,True,True,100.0,anti,100.0,goal_pursuit_effectiveness,True,They would mostly say effective (for most or some) rather than negative non-effective.,,This was different and fun.
1.0.0,2026-01-30T16:55:41.018Z,completed,2026-01-30T17:06:43.098Z,False,,662060,11.034333333333333,,,informative,vigilant,1.0,effectiveness_first,False,At least one but must not be all.,True,More than half and could be all.,True,False,"[""all""]",True,"[2,0]",3,Ineffective,Most,The treatment was ineffective for most patients.,10.0,anti,,Ineffective,All,The treatment was ineffective for all patients.,0.0,neutral,,Effective,No,The treatment was effective for no patients.,0.0,pro,,Ineffective,All,The treatment was ineffective for all patients.,0.0,neutral,,Effective,No,The treatment was effective for no patients.,0.0,pro,,5,True,True,100.0,anti,90.0,goal_accomplishment,False,if they used effective or not,,
1.0.0,2026-02-01T08:02:32.713Z,completed,2026-02-01T08:07:06.031Z,False,,273316,4.555266666666666,,,pers_minus,naturalistic,0.0,effectiveness_first,False,At least one but must not be all.,True,More than half and could be all.,True,False,"[""all""]",False,[2],2,Ineffective,Some,The treatment was ineffective for some patients.,65.0,,,Ineffective,Some,The treatment was ineffective for some patients.,70.0,,,Effective,Some,The treatment was effective for some patients.,25.0,,,Ineffective,Some,The treatment was ineffective for some patients.,20.0,,,Ineffective,Some,The treatment was ineffective for some patients.,25.0,,,5,True,True,100.0,,70.0,helpfulness,False,,I used the rules laid out previously to guess the effectiveness based on the description.,
1.0.0,2026-02-01T20:25:55.741Z,completed,2026-02-01T20:33:38.462Z,False,,462715,7.711916666666666,,,pers_plus,naturalistic,2.0,speaker_type_first,True,At least one and could be all.,True,More than half and could be all.,True,False,"[""all""]",False,[2],3,Effective,Most,The treatment was effective for most patients.,75.0,,,Ineffective,Some,The treatment was ineffective for some patients.,30.0,,,Effective,Some,The treatment was effective for some patients.,30.0,,,Ineffective,Some,The treatment was ineffective for some patients.,60.0,,,Effective,Some,The treatment was effective for some patients.,30.0,,,5,True,True,100.0,,0.0,helpfulness,False,,"I used the rules given before, where there is a baseline like at least 1 patient or most patient more than half

Depending on the following this is what I assumed
Some = 1-2 people
Most equal to 3-5 patients


it was vague however as there is a lot of overlap between these two per the official description ","the description of trials has a large overlap between some and most, so its a wide range to choose from some and most can mean the same thing "
1.0.0,2026-02-01T12:19:58.566Z,completed,2026-02-01T13:23:14.169Z,False,,3795399,63.25665,,,pers_minus,credulous,2.0,effectiveness_first,True,At least one and could be all.,True,More than half and could be all.,True,True,"[""all"",""some""]",True,"[0,2]",5,Ineffective,Most,The treatment was ineffective for most patients.,35.0,,,Effective,Some,The treatment was effective for some patients.,25.0,,,Ineffective,Some,The treatment was ineffective for some patients.,25.0,,,Effective,Some,The treatment was effective for some patients.,25.0,,,Ineffective,Some,The treatment was ineffective for some patients.,25.0,,,5,True,True,100.0,,80.0,helpfulness,False,,,"I do have one question of curiosity/idea that crossed my mind during the study that I can share:

We are told explicitly enough that the 'speaker' is indeed seeing the rows of smiley faces at least somewhat similar or exactly in the same way as the ones we are shown during the tutorial/test and throughout. 

However, I started to wonder, (and perhaps not in this test, but for another test), what would the results show if the speaker was seeing something else entirely (ie no smiley faces) and still trying to convey the same (accurate) message. For example, say the 'speaker' actually was given a space-themed 'setting' instead of the 'medical trials' setting. Meaning, the 'speaker' is given 5 (or another amount) of planets, and told to convey how well they are in the correct order by distance from sun or size etc (and they are trying to accurately convey 0-100%).

The above idea crossed my mind first, and they can all follow logic, but what if it is then made more and more abstract? i.e., At what point does the information continue to accurately be received (ie 0/25/50/75/100%) using things where logic can be generally be applied (e.g., planet size/animal size etc/shapes by amount of sides etc.), however, say 'the listener' gets the faces/clinical trial setting, same questions, but 'the speaker' has to convery those percents with different colors, ie shades, or different movie/book titles to where it can be applied (ie stephen king books where 1-5 books are listed, some by stephen king some arent, and the information needs to be applied that way. Or, societally, like supermarket sweep; which items are under x dollars, or in terms of family, ie rate the following people by their importance in your life 1-5 etc.

"
1.0.0,2026-01-31T23:51:56.500Z,completed,2026-01-31T23:56:10.396Z,False,,253892,4.231533333333333,,,pers_plus,vigilant,1.0,speaker_type_first,True,At least one and could be all.,True,More than half and could be all.,True,True,"[""all"",""some""]",False,[0],4,Effective,Most,The treatment was effective for most patients.,75.0,neutral,,Effective,Some,The treatment was effective for some patients.,50.0,pro,,Ineffective,Some,The treatment was ineffective for some patients.,50.0,anti,,Effective,Some,The treatment was effective for some patients.,50.0,neutral,,Ineffective,Some,The treatment was ineffective for some patients.,50.0,neutral,,5,True,True,100.0,anti,100.0,goal_pursuit_effectiveness,True,I thought their descriptions were varied enough that they may be a scientist reflecting each outcome as accurately as possible,,
1.0.0,2026-02-01T06:04:39.731Z,completed,2026-02-01T06:16:53.416Z,False,,732305,12.205083333333333,,,pers_plus,vigilant,1.0,effectiveness_first,True,At least one and could be all.,True,More than half and could be all.,True,False,"[""all""]",True,"[2,0]",4,Effective,Most,The treatment was effective for most patients.,80.0,neutral,,Effective,Some,The treatment was effective for some patients.,50.0,anti,,Ineffective,Some,The treatment was ineffective for some patients.,50.0,anti,,Effective,Some,The treatment was effective for some patients.,65.0,pro,,Ineffective,Some,The treatment was ineffective for some patients.,35.0,anti,,5,True,True,100.0,anti,0.0,goal_pursuit_effectiveness,True,I tried to look for bias in their communication by the use of the word 'some'.,,"With your description of Promoter, I think the markers for Promoter are the SAME as the markers for Skeptic - both are trying to mislead/bias results to their favour."
1.0.0,2026-01-31T23:00:52.082Z,completed,2026-01-31T23:12:00.418Z,False,,668313,11.13855,,,pers_minus,naturalistic,2.0,speaker_type_first,False,At least one but must not be all.,False,More than 75% and could be all.,True,False,"[""all""]",False,[2],1,Ineffective,Most,The treatment was ineffective for most patients.,25.0,,,Effective,Some,The treatment was effective for some patients.,45.0,,,Ineffective,Some,The treatment was ineffective for some patients.,25.0,,,Effective,Some,The treatment was effective for some patients.,70.0,,,Ineffective,Some,The treatment was ineffective for some patients.,40.0,,,5,True,True,100.0,,81.0,helpfulness,False,,I used the keywords to guess the percentage,no
1.0.0,2026-02-01T18:48:33.454Z,completed,2026-02-01T18:55:24.420Z,False,,410618,6.843633333333333,,,pers_minus,naturalistic,1.0,speaker_type_first,True,At least one and could be all.,True,More than half and could be all.,False,False,"[""all""]",False,"[2,3,0]",2,Ineffective,Most,The treatment was ineffective for most patients.,30.0,,,Ineffective,Some,The treatment was ineffective for some patients.,15.0,,,Effective,Some,The treatment was effective for some patients.,65.0,,,Ineffective,Some,The treatment was ineffective for some patients.,20.0,,,Effective,Some,The treatment was effective for some patients.,70.0,,,5,True,True,100.0,,65.0,helpfulness,False,,I used the descriptions to correlate with the instructions that were originally given.,
1.0.0,2026-02-01T06:07:36.193Z,completed,2026-02-01T06:22:40.235Z,False,,902791,15.046516666666667,,,pers_plus,naturalistic,1.0,speaker_type_first,False,At least two but must not be all.,False,More than 75% and could be all.,True,False,"[""all""]",False,[2],1,Effective,Most,The treatment was effective for most patients.,80.0,,,Effective,Some,The treatment was effective for some patients.,65.0,,,Ineffective,Some,The treatment was ineffective for some patients.,45.0,,,Effective,Some,The treatment was effective for some patients.,70.0,,,Ineffective,Some,The treatment was ineffective for some patients.,35.0,,,5,True,True,100.0,,85.0,helpfulness,False,,by the descriptions then id decide where i think the slider should be,
1.0.0,2026-01-30T17:27:16.885Z,completed,2026-01-30T17:32:28.531Z,False,,311638,5.193966666666666,,,informative,vigilant,1.0,speaker_type_first,False,At least two but must not be all.,False,More than 75% and could be all.,True,False,"[""all""]",False,[2],1,Ineffective,Most,The treatment was ineffective for most patients.,65.0,neutral,,Ineffective,All,The treatment was ineffective for all patients.,35.0,neutral,,Effective,No,The treatment was effective for no patients.,75.0,anti,,Ineffective,All,The treatment was ineffective for all patients.,60.0,pro,,Effective,No,The treatment was effective for no patients.,65.0,neutral,,5,True,True,100.0,anti,83.0,goal_accomplishment,False,"I didn't, i got matched automatically ",,None
1.0.0,2026-01-31T23:38:41.707Z,terminated_attention_check,2026-01-31T23:47:20.143Z,True,attention_check_failed,518411,8.640183333333333,,,pers_plus,naturalistic,2.0,speaker_type_first,True,At least one and could be all.,False,More than half but must not be all.,False,False,"[""some""]",False,"[0,3,2]",1,Effective,Most,The treatment was effective for most patients.,70.0,,,Ineffective,Some,The treatment was ineffective for some patients.,20.0,,,Effective,Some,The treatment was effective for some patients.,20.0,,,Ineffective,Some,The treatment was ineffective for some patients.,80.0,,,Effective,Some,The treatment was effective for some patients.,20.0,,,5,True,False,75.0,,,,False,,,
1.0.0,2026-02-01T00:18:17.356Z,terminated_attention_check,2026-02-01T00:24:08.837Z,True,attention_check_failed,351449,5.857483333333334,,,pers_minus,vigilant,0.0,effectiveness_first,False,At least two and could be all.,True,More than half and could be all.,True,False,"[""some"",""ineff_some""]",True,"[0,2]",3,Ineffective,Some,The treatment was ineffective for some patients.,45.0,pro,,Ineffective,Some,The treatment was ineffective for some patients.,45.0,anti,,Effective,Some,The treatment was effective for some patients.,50.0,pro,,Ineffective,Some,The treatment was ineffective for some patients.,55.0,pro,,Ineffective,Some,The treatment was ineffective for some patients.,65.0,pro,,5,True,False,40.0,pro,,,False,,,
1.0.0,2026-02-01T00:21:17.316Z,completed,2026-02-01T00:26:46.084Z,False,,328754,5.479233333333333,,,informative,credulous,1.0,speaker_type_first,False,At least two but must not be all.,False,More than 75% and could be all.,True,False,"[""all""]",True,"[2,0]",2,Ineffective,Most,The treatment was ineffective for most patients.,25.0,,,Ineffective,All,The treatment was ineffective for all patients.,0.0,,,Effective,No,The treatment was effective for no patients.,0.0,,,Ineffective,All,The treatment was ineffective for all patients.,0.0,,,Effective,No,The treatment was effective for no patients.,0.0,,,5,True,True,100.0,,90.0,helpfulness,False,,,None.
1.0.0,2026-02-01T00:32:59.414Z,completed,2026-02-01T00:45:09.793Z,False,,730377,12.17295,,,pers_minus,vigilant,2.0,speaker_type_first,True,At least one and could be all.,True,More than half and could be all.,True,True,"[""all"",""some""]",True,"[2,0]",5,Ineffective,Most,The treatment was ineffective for most patients.,25.0,anti,,Effective,Some,The treatment was effective for some patients.,50.0,neutral,,Ineffective,Some,The treatment was ineffective for some patients.,50.0,neutral,,Effective,Some,The treatment was effective for some patients.,10.0,pro,,Ineffective,Some,The treatment was ineffective for some patients.,80.0,anti,,5,True,True,100.0,anti,0.0,goal_pursuit_effectiveness,True,I thought about whether they used some or most language. I also considered if they focus on effective or ineffectiveness. ,,
1.0.0,2026-01-30T17:54:42.621Z,completed,2026-01-30T17:58:34.135Z,False,,231443,3.8573833333333334,,,pers_plus,vigilant,0.0,speaker_type_first,False,At least two but must not be all.,True,More than half and could be all.,True,False,"[""all""]",False,[2],2,Effective,Some,The treatment was effective for some patients.,70.0,neutral,,Effective,Some,The treatment was effective for some patients.,70.0,neutral,,Ineffective,Some,The treatment was ineffective for some patients.,65.0,neutral,,Effective,Some,The treatment was effective for some patients.,70.0,neutral,,Effective,Some,The treatment was effective for some patients.,75.0,neutral,,5,True,True,100.0,anti,70.0,goal_accomplishment,True,"I was wrong, but I tried to look at the descriptions they gave and base it on that",,
1.0.0,2026-02-01T18:36:54.254Z,completed,2026-02-01T18:44:09.703Z,False,,435436,7.257266666666666,,,pers_plus,naturalistic,2.0,speaker_type_first,False,At least two but must not be all.,False,More than half but must not be all.,False,False,"[""all""]",True,"[0,2]",1,Effective,Most,The treatment was effective for most patients.,75.0,,,Ineffective,Some,The treatment was ineffective for some patients.,60.0,,,Effective,Some,The treatment was effective for some patients.,50.0,,,Ineffective,Some,The treatment was ineffective for some patients.,50.0,,,Effective,Some,The treatment was effective for some patients.,40.0,,,5,True,True,100.0,,25.0,helpfulness,False,,"It's way too vague, total guess.  The only thing that is clear from the speaker's descriptions is something not being 100% effective or ineffective. ",Seems anything other than 100% effective/ineffective is just vague in it's effectiveness
1.0.0,2026-02-01T02:12:00.803Z,completed,2026-02-01T02:17:41.771Z,False,,340960,5.682666666666667,,,pers_plus,naturalistic,2.0,effectiveness_first,True,At least one and could be all.,True,More than half and could be all.,True,True,"[""some"",""all""]",True,"[2,0]",5,Effective,Most,The treatment was effective for most patients.,60.0,,,Ineffective,Some,The treatment was ineffective for some patients.,75.0,,,Effective,Some,The treatment was effective for some patients.,30.0,,,Ineffective,Some,The treatment was ineffective for some patients.,75.0,,,Effective,Some,The treatment was effective for some patients.,30.0,,,5,True,True,100.0,,22.0,helpfulness,False,,"I assumed that some was less than half, and most was more than half",
1.0.0,2026-02-01T18:19:24.057Z,completed,2026-02-01T18:29:58.157Z,False,,634072,10.567866666666667,,,pers_plus,naturalistic,0.0,speaker_type_first,False,At least two and could be all.,False,More than 75% and could be all.,False,False,"[""all""]",True,"[2,0]",1,Effective,Some,The treatment was effective for some patients.,90.0,,,Effective,Some,The treatment was effective for some patients.,100.0,,,Ineffective,Some,The treatment was ineffective for some patients.,50.0,,,Effective,Some,The treatment was effective for some patients.,80.0,,,Effective,Some,The treatment was effective for some patients.,100.0,,,5,True,True,100.0,,100.0,helpfulness,False,,I had to drag the slider either left or right,N/A
1.0.0,2026-01-31T22:25:01.655Z,terminated_inactivity,2026-01-31T22:33:53.713Z,True,inactivity_timeout,381986,6.366433333333333,,,pers_plus,naturalistic,2.0,speaker_type_first,False,At least two but must not be all.,False,More than 75% and could be all.,True,False,"[""all""]",False,[2],1,Effective,Most,The treatment was effective for most patients.,90.0,,,Ineffective,Some,The treatment was ineffective for some patients.,10.0,,,Effective,Some,The treatment was effective for some patients.,60.0,,,Ineffective,Some,The treatment was ineffective for some patients.,25.0,,,Effective,Some,The treatment was effective for some patients.,50.0,,,5,True,,,,,,False,,,
1.0.0,2026-02-01T02:11:22.990Z,completed,2026-02-01T02:21:13.590Z,False,,590542,9.842366666666667,,,pers_minus,vigilant,0.0,effectiveness_first,True,At least one and could be all.,True,More than half and could be all.,True,True,"[""some"",""all""]",True,"[2,0]",5,Ineffective,Some,The treatment was ineffective for some patients.,50.0,anti,,Ineffective,Some,The treatment was ineffective for some patients.,55.0,anti,,Effective,Some,The treatment was effective for some patients.,60.0,pro,,Ineffective,Some,The treatment was ineffective for some patients.,60.0,neutral,,Ineffective,Some,The treatment was ineffective for some patients.,60.0,neutral,,5,True,True,100.0,anti,80.0,goal_pursuit_effectiveness,True,"I guessed the speaker was a Skeptic because they kept using negative words like ""ineffective for some"" to make the treatment sound worse.",,"No, I don't."
1.0.0,2026-02-01T05:51:56.330Z,completed,2026-02-01T05:58:48.074Z,False,,411738,6.8623,,,pers_plus,naturalistic,0.0,speaker_type_first,False,At least two and could be all.,True,More than half and could be all.,True,True,"[""all"",""some""]",True,"[2,0]",4,Effective,Some,The treatment was effective for some patients.,40.0,,,Effective,Some,The treatment was effective for some patients.,60.0,,,Ineffective,Some,The treatment was ineffective for some patients.,40.0,,,Effective,Some,The treatment was effective for some patients.,60.0,,,Effective,Some,The treatment was effective for some patients.,60.0,,,5,True,True,100.0,,30.0,helpfulness,False,,"could never really go to 100 percent or zero percent, because they were all described as effective for ""some"", so there was no real way to know which way that went.",
1.0.0,2026-02-01T01:50:24.705Z,completed,2026-02-01T01:57:08.344Z,False,,403631,6.7271833333333335,,,informative,naturalistic,0.0,effectiveness_first,False,At least two but must not be all.,True,More than half and could be all.,True,False,"[""all""]",True,"[0,2]",3,Effective,Most,The treatment was effective for most patients.,80.0,,,Ineffective,No,The treatment was ineffective for no patients.,100.0,,,Effective,All,The treatment was effective for all patients.,100.0,,,Ineffective,No,The treatment was ineffective for no patients.,100.0,,,Effective,All,The treatment was effective for all patients.,100.0,,,5,True,True,100.0,,20.0,helpfulness,False,,I looked at the wording of whether it was effective and how many people were affected by it.,
1.0.0,2026-02-01T19:33:12.166Z,completed,2026-02-01T19:45:14.480Z,False,,722228,12.037133333333333,,,pers_minus,credulous,2.0,effectiveness_first,True,At least one and could be all.,True,More than half and could be all.,True,False,"[""all""]",True,"[0,2]",4,Ineffective,Most,The treatment was ineffective for most patients.,40.0,,,Effective,Some,The treatment was effective for some patients.,70.0,,,Ineffective,Some,The treatment was ineffective for some patients.,45.0,,,Effective,Some,The treatment was effective for some patients.,60.0,,,Ineffective,Some,The treatment was ineffective for some patients.,40.0,,,5,True,True,100.0,,79.0,helpfulness,False,,,
1.0.0,2026-01-31T23:28:00.866Z,completed,2026-01-31T23:34:19.941Z,False,,379041,6.31735,,,pers_minus,naturalistic,1.0,speaker_type_first,True,At least one and could be all.,False,More than 75% and could be all.,True,False,"[""all""]",True,"[2,0]",3,Ineffective,Most,The treatment was ineffective for most patients.,25.0,,,Ineffective,Some,The treatment was ineffective for some patients.,40.0,,,Effective,Some,The treatment was effective for some patients.,60.0,,,Ineffective,Some,The treatment was ineffective for some patients.,35.0,,,Effective,Some,The treatment was effective for some patients.,60.0,,,5,True,True,100.0,,65.0,helpfulness,False,,Hard to tell what percentage he's showing with this but i tried,
1.0.0,2026-02-01T19:38:07.527Z,completed,2026-02-01T19:45:13.987Z,False,,426452,7.1075333333333335,,,pers_minus,credulous,2.0,effectiveness_first,False,At least two but must not be all.,False,More than half but must not be all.,True,False,"[""all""]",True,"[2,0]",2,Ineffective,Most,The treatment was ineffective for most patients.,25.0,,,Effective,Some,The treatment was effective for some patients.,50.0,,,Ineffective,Some,The treatment was ineffective for some patients.,20.0,,,Effective,Some,The treatment was effective for some patients.,60.0,,,Ineffective,Some,The treatment was ineffective for some patients.,40.0,,,5,True,True,100.0,,16.0,helpfulness,False,,,n/a
1.0.0,2026-02-01T03:47:17.234Z,completed,2026-02-01T04:03:18.783Z,False,,961536,16.0256,,,pers_minus,naturalistic,2.0,speaker_type_first,False,At least one but must not be all.,True,More than half and could be all.,True,True,"[""all"",""some""]",True,"[0,2]",4,Ineffective,Most,The treatment was ineffective for most patients.,20.0,,,Effective,Some,The treatment was effective for some patients.,20.0,,,Ineffective,Some,The treatment was ineffective for some patients.,40.0,,,Effective,Some,The treatment was effective for some patients.,40.0,,,Ineffective,Some,The treatment was ineffective for some patients.,40.0,,,5,True,True,100.0,,50.0,helpfulness,False,,"I used the original statement = Ineffective for most to base it to less than 50% . Since there are 5 stars, I used only multiples of 20%. So the options are 0%, 20% and 40%. Since 2nd round = effective for some, I crossed out 0% and tentatively selected 20% to probe. Next they said it was ineffective for some, which I interpreted as them saying it wasn't 20%, not that they messed up the original percentage and that its more than 50%.  So i switched to 40% and didn't change. ",
1.0.0,2026-01-30T17:25:21.223Z,completed,2026-01-30T17:31:11.522Z,False,,350285,5.8380833333333335,,,pers_minus,vigilant,0.0,speaker_type_first,True,At least one and could be all.,True,More than half and could be all.,True,True,"[""all"",""some""]",True,"[2,0]",5,Ineffective,Some,The treatment was ineffective for some patients.,35.0,neutral,,Ineffective,Some,The treatment was ineffective for some patients.,85.0,neutral,,Effective,Some,The treatment was effective for some patients.,15.0,neutral,,Ineffective,Some,The treatment was ineffective for some patients.,45.0,anti,,Ineffective,Some,The treatment was ineffective for some patients.,15.0,anti,,5,True,True,100.0,anti,73.0,goal_accomplishment,True,I used the given instruction ,,NA
